month,day,year,event
6,xx,552,"Narses retakes Italy for the Eastern Roman Empire, slaying Totila."
xx,xx,552,Life is considerably more primitive in Italy with the collapse of the Roman Empire.
xx,xx,554,"A large-scale Frankish invasion was defeated at Casilinum, and Italy was secured for the Empire by Narses. This marks the maximum extent of the Byzantine Empire."
xx,xx,565,"The continual war around Rome in the 530s and 540s left it in a state of total disrepair — near-abandoned and desolate with much of its lower-lying parts turned into unhealthy marshes as the drainage systems were neglected and the Tiber's embankments fell into disrepair in the course of the latter half of the 6th century. Here, malaria developed. The aqueducts except for one were not repaired. The population, without imports of grain and oil from Sicily, shrank to less than 50,000 concentrated near the Tiber and around the Campus Martius, abandoning those districts without water supply. There is a legend, significant though untrue, that there was a moment where no one remained living in Rome."
xx,xx,568,"Invasion of Italy by the Lombards further impoverishes Rome. The Lombards, a Germanic people, will rule Italy through the 700's."
xx,xx,570,Mohammed born in Mecca.
xx,xx,589,The Sui Dynasty reunites China.
xx,xx,602,"Lombard King, Phocas, rules Rome. His reign saw the erection of the last imperial monument in the Roman Forum, the column bearing his name. He also gave the Pope the Pantheon, at the time closed for centuries, and thus probably saved it from destruction."
xx,xx,602,"The Persians conquer much of the Levant, Egypt, several islands in the Aegean Sea and parts of Anatolia from the Byzantine Empire."
xx,xx,618,"Capital of Chang'an the most developed site of world culture, influenced by contacts with India and West through ""Silk Route"" across Central Asia."
8,7,626,The Persians are defeated while attempting to take Constantinople.
9,xx,627,"Heraclius invaded the heartland of Persia. A civil war broke out in Persia, during which the Persians killed their king, and sued for peace."
7,xx,634,The first major pitched battle between the Byzantine (Roman) Empire and the army of the Arab Rashidun Caliphate. The result of the battle was a decisive Muslim victory.
8,20,636,"At the battle of Yarmuk the Arabs were victorious, defeating Heraclius. The Byzantine Empire abandons Syria to the Muslim Caliphate."
xx,xx,638,Jerusalem falls to the Muslim Caliphate.
xx,xx,642,"The Battle of Nahāvand (also Nihāvand or Nahāwand) (Arabic: معركة نهاوند‎, Persian: نبرد نهاوند) was fought between Arab Muslims and Sassanid armies. The battle is known to Muslims as the ""Victory of Victories."" The Sassanid King Yazdegerd III escaped to the Merv area, but was unable to raise another substantial army. It was a decisive victory for the Rashidun Caliphate and the Persians consequently lost the surrounding cities including Sephahan (renamed Isfahan)."
xx,xx,645,Eqypt falls to the Muslim Caliphate.
xx,xx,663,"Rome is plundered by Constans II, emperor of the Byzantine Empire. He removes all remaining metal from Roman buildings to equip his army with shields. Rome's population of 80,000 are supported from Papal estates mainly in Sicily."
xx,xx,670,"A Muslim fleet seized Rhodes and then laid siege to Constantinople, but the mighty walls held."
xx,xx,698,Muslim forces conquer Carthage.
xx,xx,708,Muslim forces conquer Tangiers.
xx,xx,711,General Muhammad bin Qasim invaded Sindh in after a coastal march through Makran. Three years later the Arabs controlled all of the lower Indus valley.
xx,xx,713,The Iberian Peninsula is almost entirely under Muslim control.
xx,xx,727,"Pope Gregory II refused to accept the decrees of Emperor Leo III, which promoted the Emperor's iconoclasm. Leo reacted first by trying in vain to abduct the Pontiff, and then by sending a force of Ravennate troops under the command of the Exarch Paulus, but they were pushed back by the Lombards of Tuscia and Benevento. Roman general Eutychius sent west by the Emperor successfully captured Rome and restored it as a part of the empire in 728."
xx,xx,731,Great period of Mayan Empire begins.
10,10,732,"The Battle of Tours marked the victory of the Frankish and Burgundian forces under Charles Martel over the invasion forces of the Umayyad Caliphate led by Abdul Rahman Al Ghafiqi, Governor-General of al-Andalus. It was fought in an area between the cities of Poitiers and Tours, in the Aquitaine of west-central France."
xx,xx,768,Charlemagne becomes King of the Franks.
xx,xx,774,Charlemagne becomes King of the Lombards.
12,25,800,"Charlemagne becomes Holy Roman Emporer in the west, beginning the Carolingian Empire. This is the formal break with the Byzentine empire and the formation of the Holy Roman Empire."
xx,xx,800,Severe drought killed millions of Maya people due to famine and thirst and initiated a cascade of internal collapses that destroyed their civilization.
xx,xx,813,Charlemagne dies.
xx,xx,867,"The accession of Basil I to the Byzantine Empire throne in marks the beginning of the Macedonian dynasty, which would rule for the next two and a half centuries."
xx,xx,871,Alfred The Great becomes the first King of The Anglo Saxons.
5,6,878,At the Battle of Edington an army of the Anglo-Saxon kingdom of Wessex under Alfred the Great defeated the Great Heathen Army led by Guthrum on a date between 6 and 12 May
1,xx,897,"Weak leadership since the death of Charlemagne leads Rome to its lowest point, when when a raging crowd exhumed the corpse of a dead pope, Formosus, and put it on trial."
10,26,899,Alfred The Great dies.
xx,xx,900,"Fort Ancient Indians (900 A.D. to 1500 A.D.).  One of their villages, Anderson Village, is located on the east side of the Little Miami in the shadow of Fort Ancient.  Another ""Fort Ancient"" Indian site is located on the west bank of the Great Miami River south of Dayton, Ohio, SunWatch Village"
xx,xx,904,"Beginning of the Saeculum obscurum. During this 60 year period, the popes were influenced strongly by a powerful and corrupt aristocratic family, the Theophylacti, and their relatives. The period begins with Pope Sergius III and ends with Pope John VII whose term ends in 964."
xx,xx,927,The Kingdom of England becomes a unified state.
xx,xx,946,"Paektu Mountain, on the border of North Korea and China, erupts ejectings 100-120 km3 material."
8,10,955,"The Battle of Lechfeld was a decisive victory for Otto I the Great, King of East Francia, over the Hungarian harka Bulcsú and the chieftains Lél (Lehel) and Súr. It is often seen as the defining event in the repulsion of the Hungarians' incursions into Western Europe."
xx,xx,960,"Beginning of medieval China's ""commercial revolution"". Era of Confucian dominance."
xx,xx,962,Otto I revives the title of Holy Roman Emporer. Otto and his heirs will rule Rome until 1024.
xx,xx,987,Great period of Mayan Empire ends.
xx,xx,1000,"Lief Ericsson's Norsemen reach Labrador, the New England Coast and Martha's Vineyard."
xx,xx,1016,Cnut is King of England
xx,xx,1024,"Henry II dies, ending the Ottonian dynasty that has ruled Rome since 962."
xx,xx,1025,"Basil II dies. He is considered among the most capable Byzantine emperors and his reign as the apex of the empire in the Middle Ages. By 1025, the date of Basil II's death, the Byzantine Empire stretched from Armenia in the east to Calabria in Southern Italy in the west.[94] Many successes had been achieved, ranging from the conquest of Bulgaria to the annexation of parts of Georgia and Armenia, and the reconquest of Crete, Cyprus, and the important city of Antioch. These were not temporary tactical gains but long-term reconquests."
xx,xx,1035,"Cnut, King of England, dies."
xx,xx,1051,Famine forced the Toltecs to migrate from a stricken region in what is now central Mexico.
xx,xx,1054,Eastern Orthodox and Western Churches break in the great East-West Schism.
5,xx,1084,"Rome is sacked by the Normans. The Normans had mainly pillaged the old city, which was then one of the richest cities in Italy. After days of unending violence, the Romans rose up causing the Normans to set fire to the city. Many of the buildings of Rome were gutted on the Capitol and Palatine hills along with the area between the Colosseum and the Lateran. In the end the ravaged Roman populace succumbed to the Normans."
xx,xx,1085,Sunset Crater is formed in Arizona. Sunset Crater is the youngest in a string of volcanoes (the San Francisco volcanic field) that is related to the nearby San Francisco Peaks.
xx,xx,1099,"First Crusade, under Pope Urban II, raises 100,000 men and captures Jerusalem."
xx,xx,1127,Southern Song Dynasty in China. Era of growth of Neo-Confucianism.
xx,xx,1162,"Genghis Khan, Mongol chief, born."
12,29,1170,"Thomas Becket, Archbishop of Canterbury, is killed by knights loyal to Henry II."
5,11,1189,"Third Crusade -  elderly Holy Roman Emperor Frederick I Barbarossa responded to the call immediately. He took up the Cross at Mainz Cathedral and was the first to set out for the Holy Land with an army of 12,000–15,000 men, including 4,000 knights."
7,6,1189,King Henry II of England died after a surprise attack by his son Richard the Lionheart and King Philip II.
5,7,1190,"Third Crusade - the Crusader army was surprised in camp by a 10,000-man Turkish force of the Sultanate of Rûm near Philomelion on the evening of 7 May. The Crusader army counterattacked with 2,000 infantry and cavalry under the leadership of Frederick VI, Duke of Swabia and Berthold, Duke of Merania, putting the Turks to flight and killing 4,174–5,000 of them"
6,10,1190,"Third Crusade - While crossing the Saleph River, Frederick's horse slipped, throwing him against the rocks; he then drowned in the river."
xx,xx,1200,"Ohio's groups Late Woodland Indians live in the ""South Fort"" and in the valley of the Little Miami. Did not build earthworks."
xx,xx,1200,The Mongols defeat Northern China.
xx,xx,1201,"John, King of England, puts an embargo on wheat exported to Flanders, in an attempt to force an allegiance between the states. He also puts a levy of a fifteenth on the value of cargo exported to France, and disallows the export of wool to France without a special license. The levies are enforced in each port by at least six men, including one churchman and one knight. "
5,xx,1202,"The Fourth Crusade gathers in Venice. Summoned by Pope Innocent III, they are tasked with taking Jerusulem. The crusading army was expected to consist of 4,500 knights (as well as 4,500 horses), 9,000 squires, and 20,000 foot-soldiers. Venice supplied ships to take them on their crusade."
11,10,1202,"Fourth Crusade – Siege of Zara (Zadar in Croatia): In the first major action of the Crusade, the Crusaders besiege and conquer Zadar in Dalmatia. Unable to pay the Republic of Venice in cash for its contributions to the Crusade, the Crusaders agree to sack the city (an economic rival to Venice), despite letters from Pope Innocent III forbidding such an action, and threatening excommunication (which is carried out at the urging of Emeric, King of Hungary). This is the first attack against a Catholic city by Catholic Crusaders."
1,xx,1203,"Fourth Crusade - en-route to Jerusalem, the Crusader leadership entered into an agreement with the Byzantine prince Alexios Angelos to divert the Crusade to Constantinople and restore his deposed father as Emperor."
2,xx,1203,Pope Innocent III rescinds the excommuniction of the non-Venetians in the Fourth Crusade.
6,23,1203,"Fourth Crusade - the bulk of the Crusaders reached Constantinople, while smaller contingents continued to Acre."
8,xx,1203,"Fourth Crusade - following clashes outside Constantinople, Alexios was crowned co-Emperor."
1,xx,1204,Fourth Crusade - Alexios is deposed by a popular uprising.
2,8,1204,Alexios is killed.
4,xx,1204,"Fourth Crusade - After the death of Alexois, the crusaders are unable to recieve any payments from him, so they captured and plundered the city's enormous wealth. Only a handful of the Crusaders continued to the Holy Land thereafter."
xx,xx,1204,"The streets of Rome were again in flames when the struggle between Pope Innocent III's family and its rivals, the powerful Orsini family, led to riots in the city. Many ancient buildings were then destroyed by machines used by the rival bands to besiege their enemies in the innumerable towers and strongholds which were a hallmark of the Middle Age Italian towns."
